Chromosome,Feature,Start,End,Strand,ID_gene,Start-2000,End+2000,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr01,gene,37303624,37307696,+,Os01g0861700,37301624,37309696,chr01,37305001,37305500,500,hyper,Os01g0861700,100,TRUE,BGI (CG context)
chr01,gene,37457525,37463751,+,Os01g0865600,37455525,37465751,chr01,37458501,37459000,500,hyper,Os01g0865600,100,TRUE,BGI (CG context)
chr01,gene,37844994,37852790,-,Os01g0872700,37842994,37854790,chr01,37845001,37845500,500,hyper,Os01g0872700,100,TRUE,BGI (CG context)
chr01,gene,38261856,38265489,-,Os01g0881500,38259856,38267489,chr01,38263501,38264000,500,hyper,Os01g0881500,100,TRUE,BGI (CG context)
chr01,gene,38273297,38274800,+,Os01g0881800,38271297,38276800,chr01,38274501,38275000,500,hyper,Os01g0881800,60,TRUE,BGI (CG context)
chr01,gene,39296976,39299837,-,Os01g0902300,39294976,39301837,chr01,39297001,39297500,500,hyper,Os01g0902300,100,TRUE,BGI (CG context)
chr01,gene,39811724,39819555,-,Os01g0913400,39809724,39821555,chr01,39816501,39817000,500,hyper,Os01g0913400,100,TRUE,BGI (CG context)
chr01,gene,40170926,40173290,-,Os01g0920200,40168926,40175290,chr01,40171001,40171500,500,hyper,Os01g0920200,100,TRUE,BGI (CG context)
chr01,gene,40563533,40566329,+,Os01g0925200,40561533,40568329,chr01,40565501,40566000,500,hyper,Os01g0925200,100,TRUE,BGI (CG context)
chr01,gene,41100496,41105054,-,Os01g0936200,41098496,41107054,chr01,41103501,41104000,500,hyper,Os01g0936200,100,TRUE,BGI (CG context)
chr01,gene,41193350,41198903,+,Os01g0938200,41191350,41200903,chr01,41195501,41196000,500,hyper,Os01g0938200,100,TRUE,BGI (CG context)
chr01,gene,42385629,42388987,+,Os01g0961300,42383629,42390987,chr01,42386501,42387000,500,hyper,Os01g0961300,100,TRUE,BGI (CG context)
chr02,gene,265795,268839,+,Os02g0104800,263795,270839,chr02,266501,267000,500,hyper,Os02g0104800,100,TRUE,BGI (CG context)
chr02,gene,1080513,1084282,-,Os02g0120800,1078513,1086282,chr02,1082501,1083000,500,hyper,Os02g0120800,100,TRUE,BGI (CG context)
chr02,gene,1145837,1151052,+,Os02g0121700,1143837,1153052,chr02,1150001,1150500,500,hyper,Os02g0121700,100,TRUE,BGI (CG context)
chr02,gene,1146764,1150857,-,Os02g0121750,1144764,1152857,chr02,1150001,1150500,500,hyper,Os02g0121750,100,TRUE,BGI (CG context)
chr02,gene,1193388,1197056,-,Os02g0122800,1191388,1199056,chr02,1196001,1196500,500,hyper,Os02g0122800,100,TRUE,BGI (CG context)
chr02,gene,1341984,1343904,-,Os02g0125566,1339984,1345904,chr02,1342001,1342500,500,hyper,Os02g0125566,100,TRUE,BGI (CG context)
chr02,gene,2110965,2118966,-,Os02g0139500,2108965,2120966,chr02,2111501,2112000,500,hyper,Os02g0139500,100,TRUE,BGI (CG context)
chr02,gene,2161770,2166648,-,Os02g0140400,2159770,2168648,chr02,2164001,2164500,500,hyper,Os02g0140400,100,TRUE,BGI (CG context)
chr02,gene,2447941,2451093,-,Os02g0144300,2445941,2453093,chr02,2448001,2448500,500,hypo,Os02g0144300,100,TRUE,BGI (CG context)
chr02,gene,3705886,3709904,-,Os02g0168600,3703886,3711904,chr02,3706001,3706500,500,hyper,Os02g0168600,100,TRUE,BGI (CG context)
chr02,gene,3705886,3709904,-,Os02g0168600,3703886,3711904,chr02,3708501,3709000,500,hyper,Os02g0168600,100,TRUE,BGI (CG context)
chr02,gene,4355073,4362388,-,Os02g0178800,4353073,4364388,chr02,4360001,4360500,500,hyper,Os02g0178800,100,TRUE,BGI (CG context)
chr02,gene,4450273,4454802,+,Os02g0180000,4448273,4456802,chr02,4452001,4452500,500,hyper,Os02g0180000,100,TRUE,BGI (CG context)
chr02,gene,5063137,5066609,+,Os02g0191500,5061137,5068609,chr02,5066001,5066500,500,hyper,Os02g0191500,100,TRUE,BGI (CG context)
chr02,gene,5631540,5632106,-,Os02g0200950,5629540,5634106,chr02,5631501,5632000,500,hypo,Os02g0200950,92.2,TRUE,BGI (CG context)
chr02,gene,6014063,6016083,+,Os02g0207300,6012063,6018083,chr02,6015001,6015500,500,hyper,Os02g0207300,100,TRUE,BGI (CG context)
chr02,gene,6476685,6480097,-,Os02g0215700,6474685,6482097,chr02,6477001,6477500,500,hyper,Os02g0215700,100,TRUE,BGI (CG context)
chr02,gene,8976792,8981140,-,Os02g0258900,8974792,8983140,chr02,8977501,8978000,500,hyper,Os02g0258900,100,TRUE,BGI (CG context)
chr02,gene,9764691,9770197,-,Os02g0270900,9762691,9772197,chr02,9768501,9769500,1000,hypo,Os02g0270900,100,TRUE,BGI (CG context)
chr02,gene,10054334,10056434,+,Os02g0274700,10052334,10058434,chr02,10055501,10056000,500,hyper,Os02g0274700,100,TRUE,BGI (CG context)
chr02,gene,12614034,12618437,-,Os02g0317500,12612034,12620437,chr02,12614001,12614500,500,hyper,Os02g0317500,93.4,TRUE,BGI (CG context)
chr02,gene,13173784,13176182,+,Os02g0327000,13171784,13178182,chr02,13175501,13176000,500,hyper,Os02g0327000,100,TRUE,BGI (CG context)
chr02,gene,13312123,13315987,+,Os02g0328600,13310123,13317987,chr02,13315501,13316000,500,hyper,Os02g0328600,97.4,TRUE,BGI (CG context)
chr02,gene,14025873,14027942,+,Os02g0438700,14023873,14029942,chr02,14026501,14027000,500,hypo,Os02g0438700,100,TRUE,BGI (CG context)
chr02,gene,14942625,14962036,-,Os02g0452500,14940625,14964036,chr02,14943001,14943500,500,hyper,Os02g0452500,100,TRUE,BGI (CG context)
chr02,gene,14942705,14961844,+,Os02g0452550,14940705,14963844,chr02,14943001,14943500,500,hyper,Os02g0452550,100,TRUE,BGI (CG context)
chr02,gene,15153796,15172431,-,Os02g0456500,15151796,15174431,chr02,15160501,15161000,500,hypo,Os02g0456500,100,TRUE,BGI (CG context)
chr02,gene,15685285,15686585,-,Os02g0466050,15683285,15688585,chr02,15686001,15686500,500,hypo,Os02g0466050,100,TRUE,BGI (CG context)
chr02,gene,18277595,18286711,+,Os02g0511100,18275595,18288711,chr02,18278001,18278500,500,hypo,Os02g0511100,100,TRUE,BGI (CG context)
chr02,gene,18705702,18712350,+,Os02g0517300,18703702,18714350,chr02,18711501,18712000,500,hyper,Os02g0517300,100,TRUE,BGI (CG context)
chr02,gene,19791366,19796121,+,Os02g0536400,19789366,19798121,chr02,19795001,19795500,500,hyper,Os02g0536400,100,TRUE,BGI (CG context)
chr02,gene,20607727,20615688,-,Os02g0548900,20605727,20617688,chr02,20609501,20610000,500,hyper,Os02g0548900,100,TRUE,BGI (CG context)
chr02,gene,20880412,20882550,+,Os02g0553500,20878412,20884550,chr02,20882001,20882500,500,hyper,Os02g0553500,100,TRUE,BGI (CG context)
chr02,gene,21886504,21897686,-,Os02g0571800,21884504,21899686,chr02,21893001,21893500,500,hyper,Os02g0571800,100,TRUE,BGI (CG context)
chr02,gene,22163299,22167298,-,Os02g0577100,22161299,22169298,chr02,22164001,22164500,500,hyper,Os02g0577100,100,TRUE,BGI (CG context)
chr02,gene,24196224,24201250,+,Os02g0613600,24194224,24203250,chr02,24196501,24197000,500,hyper,Os02g0613600,100,TRUE,BGI (CG context)
chr02,gene,24645508,24650999,-,Os02g0619600,24643508,24652999,chr02,24646501,24647000,500,hyper,Os02g0619600,100,TRUE,BGI (CG context)
chr02,gene,25660296,25664328,+,Os02g0639600,25658296,25666328,chr02,25663501,25664000,500,hyper,Os02g0639600,100,TRUE,BGI (CG context)
chr02,gene,25805954,25813559,-,Os02g0642600,25803954,25815559,chr02,25807501,25808000,500,hyper,Os02g0642600,100,TRUE,BGI (CG context)
chr02,gene,25815928,25820856,+,Os02g0642700,25813928,25822856,chr02,25817501,25818000,500,hypo,Os02g0642700,100,TRUE,BGI (CG context)
chr02,gene,25957160,25959375,-,Os02g0644900,25955160,25961375,chr02,25957501,25958000,500,hypo,Os02g0644900,100,TRUE,BGI (CG context)
chr02,gene,29618530,29624437,+,Os02g0714500,29616530,29626437,chr02,29619001,29619500,500,hyper,Os02g0714500,100,TRUE,BGI (CG context)
chr02,gene,30105720,30109792,+,Os02g0724500,30103720,30111792,chr02,30109001,30109500,500,hypo,Os02g0724500,100,TRUE,BGI (CG context)
chr02,gene,30266710,30271899,+,Os02g0727300,30264710,30273899,chr02,30269501,30270000,500,hypo,Os02g0727300,100,TRUE,BGI (CG context)
chr02,gene,30325784,30329465,+,Os02g0728700,30323784,30331465,chr02,30328001,30328500,500,hypo,Os02g0728700,100,TRUE,BGI (CG context)
chr02,gene,30456666,30462759,+,Os02g0731200,30454666,30464759,chr02,30460501,30461000,500,hyper,Os02g0731200,100,TRUE,BGI (CG context)
chr02,gene,30459392,30464135,-,Os02g0731300,30457392,30466135,chr02,30460501,30461000,500,hyper,Os02g0731300,100,TRUE,BGI (CG context)
chr02,gene,32001621,32004050,-,Os02g0760000,31999621,32006050,chr02,32002001,32002500,500,hyper,Os02g0760000,100,TRUE,BGI (CG context)
chr02,gene,33694789,33698561,-,Os02g0793000,33692789,33700561,chr02,33697501,33698000,500,hyper,Os02g0793000,100,TRUE,BGI (CG context)
chr02,gene,33807014,33815415,-,Os02g0795300,33805014,33817415,chr02,33813001,33813500,500,hypo,Os02g0795300,100,TRUE,BGI (CG context)
chr02,gene,35534131,35535959,+,Os02g0826650,35532131,35537959,chr02,35534501,35535000,500,hypo,Os02g0826650,100,TRUE,BGI (CG context)
chr02,gene,35754946,35761216,+,Os02g0831500,35752946,35763216,chr02,35759001,35759500,500,hyper,Os02g0831500,100,TRUE,BGI (CG context)
chr02,gene,35756121,35760296,-,Os02g0831550,35754121,35762296,chr02,35759001,35759500,500,hyper,Os02g0831550,100,TRUE,BGI (CG context)
chr02,gene,35923906,35929717,+,Os02g0834700,35921906,35931717,chr02,35926501,35927000,500,hyper,Os02g0834700,100,TRUE,BGI (CG context)
chr03,gene,13259,16541,+,Os03g0100030,11259,18541,chr03,15001,15500,500,hyper,Os03g0100030,100,TRUE,BGI (CG context)
chr03,gene,139453,143402,+,Os03g0101900,137453,145402,chr03,140001,140500,500,hyper,Os03g0101900,100,TRUE,BGI (CG context)
chr03,gene,165459,169983,+,Os03g0102366,163459,171983,chr03,168001,168500,500,hyper,Os03g0102366,100,TRUE,BGI (CG context)
chr03,gene,324659,337243,+,Os03g0105401,322659,339243,chr03,334501,335000,500,hyper,Os03g0105401,100,TRUE,BGI (CG context)
chr03,gene,471470,476645,-,Os03g0107800,469470,478645,chr03,473001,474000,1000,hyper,Os03g0107800,100,TRUE,BGI (CG context)
chr03,gene,574269,580537,-,Os03g0109900,572269,582537,chr03,578501,579000,500,hypo,Os03g0109900,100,TRUE,BGI (CG context)
chr03,gene,602507,609330,+,Os03g0110400,600507,611330,chr03,603001,603500,500,hyper,Os03g0110400,100,TRUE,BGI (CG context)
chr03,gene,1024732,1026761,-,Os03g0119000,1022732,1028761,chr03,1025501,1026000,500,hyper,Os03g0119000,100,TRUE,BGI (CG context)
chr03,gene,2375216,2378035,-,Os03g0142900,2373216,2380035,chr03,2375501,2376000,500,hyper,Os03g0142900,100,TRUE,BGI (CG context)
chr03,gene,2543680,2546338,-,Os03g0145800,2541680,2548338,chr03,2544001,2544500,500,hyper,Os03g0145800,100,TRUE,BGI (CG context)
chr03,gene,5085664,5090353,-,Os03g0197000,5083664,5092353,chr03,5087001,5087500,500,hypo,Os03g0197000,100,TRUE,BGI (CG context)
chr03,gene,5167307,5170694,+,Os03g0198400,5165307,5172694,chr03,5170001,5170500,500,hyper,Os03g0198400,100,TRUE,BGI (CG context)
chr03,gene,5829016,5835122,-,Os03g0211800,5827016,5837122,chr03,5833501,5834000,500,hyper,Os03g0211800,100,TRUE,BGI (CG context)
chr03,gene,6512771,6518511,+,Os03g0224200,6510771,6520511,chr03,6517501,6518000,500,hyper,Os03g0224200,100,TRUE,BGI (CG context)
chr03,gene,7358092,7369614,-,Os03g0239400,7356092,7371614,chr03,7358501,7359000,500,hyper,Os03g0239400,100,TRUE,BGI (CG context)
chr03,gene,8398817,8406410,+,Os03g0259300,8396817,8408410,chr03,8406001,8406500,500,hyper,Os03g0259300,82,TRUE,BGI (CG context)
chr03,gene,8629862,8635160,+,Os03g0262900,8627862,8637160,chr03,8630501,8631000,500,hyper,Os03g0262900,100,TRUE,BGI (CG context)
chr03,gene,8884203,8889781,+,Os03g0268000,8882203,8891781,chr03,8885001,8885500,500,hypo,Os03g0268000,100,TRUE,BGI (CG context)
chr03,gene,9047645,9051456,+,Os03g0270700,9045645,9053456,chr03,9050501,9051000,500,hyper,Os03g0270700,100,TRUE,BGI (CG context)
chr03,gene,9843336,9846670,+,Os03g0285700,9841336,9848670,chr03,9845001,9845500,500,hyper,Os03g0285700,100,TRUE,BGI (CG context)
chr03,gene,10355674,10359296,-,Os03g0295800,10353674,10361296,chr03,10357501,10358000,500,hypo,Os03g0295800,100,TRUE,BGI (CG context)
chr03,gene,10368893,10372593,-,Os03g0296300,10366893,10374593,chr03,10371501,10372000,500,hyper,Os03g0296300,100,TRUE,BGI (CG context)
chr03,gene,10376613,10379598,+,Os03g0296500,10374613,10381598,chr03,10377501,10378000,500,hyper,Os03g0296500,100,TRUE,BGI (CG context)
chr03,gene,10556232,10561713,+,Os03g0300300,10554232,10563713,chr03,10557001,10557500,500,hyper,Os03g0300300,100,TRUE,BGI (CG context)
chr03,gene,10651199,10655589,+,Os03g0302200,10649199,10657589,chr03,10652001,10652500,500,hyper,Os03g0302200,100,TRUE,BGI (CG context)
chr03,gene,10992850,10997554,-,Os03g0308800,10990850,10999554,chr03,10995001,10995500,500,hypo,Os03g0308800,100,TRUE,BGI (CG context)
chr03,gene,11007566,11011794,-,Os03g0309000,11005566,11013794,chr03,11010501,11011000,500,hyper,Os03g0309000,100,TRUE,BGI (CG context)
chr03,gene,11599823,11602775,+,Os03g0321000,11597823,11604775,chr03,11600501,11601000,500,hyper,Os03g0321000,100,TRUE,BGI (CG context)
chr03,gene,12231290,12232978,+,Os03g0331900,12229290,12234978,chr03,12232501,12233000,500,hyper,Os03g0331900,95.6,TRUE,BGI (CG context)
chr03,gene,12786599,12788679,-,Os03g0343225,12784599,12790679,chr03,12787001,12787500,500,hypo,Os03g0343225,100,TRUE,BGI (CG context)
chr03,gene,14776034,14785731,+,Os03g0374901,14774034,14787731,chr03,14781501,14782000,500,hyper,Os03g0374901,100,TRUE,BGI (CG context)
chr03,gene,15000062,15002205,+,Os03g0379300,14998062,15004205,chr03,15001001,15001500,500,hyper,Os03g0379300,100,TRUE,BGI (CG context)
chr03,gene,16301279,16306089,-,Os03g0401300,16299279,16308089,chr03,16303501,16304000,500,hyper,Os03g0401300,100,TRUE,BGI (CG context)
chr03,gene,16301696,16306081,+,Os03g0401333,16299696,16308081,chr03,16303501,16304000,500,hyper,Os03g0401333,100,TRUE,BGI (CG context)
chr03,gene,16301279,16306089,-,Os03g0401300,16299279,16308089,chr03,16305001,16305500,500,hyper,Os03g0401300,100,TRUE,BGI (CG context)
chr03,gene,16301696,16306081,+,Os03g0401333,16299696,16308081,chr03,16305001,16305500,500,hyper,Os03g0401333,100,TRUE,BGI (CG context)
chr03,gene,18325248,18332522,-,Os03g0434800,18323248,18334522,chr03,18326001,18326500,500,hypo,Os03g0434800,100,TRUE,BGI (CG context)
chr03,gene,18579735,18598590,+,Os03g0439800,18577735,18600590,chr03,18586001,18586500,500,hypo,Os03g0439800,100,TRUE,BGI (CG context)
chr03,gene,20574259,20579351,-,Os03g0568900,20572259,20581351,chr03,20575001,20575500,500,hyper,Os03g0568900,100,TRUE,BGI (CG context)
chr03,gene,22628794,22630315,+,Os03g0603800,22626794,22632315,chr03,22629501,22630000,500,hyper,Os03g0603800,100,TRUE,BGI (CG context)
chr03,gene,23592134,23597431,+,Os03g0621900,23590134,23599431,chr03,23594001,23594500,500,hyper,Os03g0621900,100,TRUE,BGI (CG context)
chr03,gene,24574540,24579212,-,Os03g0639600,24572540,24581212,chr03,24578001,24578500,500,hyper,Os03g0639600,100,TRUE,BGI (CG context)
chr03,gene,25127262,25130981,+,Os03g0648400,25125262,25132981,chr03,25128001,25128500,500,hypo,Os03g0648400,100,TRUE,BGI (CG context)
chr03,gene,25315697,25317065,+,Os03g0651800,25313697,25319065,chr03,25316001,25316500,500,hypo,Os03g0651800,100,TRUE,BGI (CG context)
chr03,gene,26283668,26287175,+,Os03g0667400,26281668,26289175,chr03,26285501,26286000,500,hyper,Os03g0667400,100,TRUE,BGI (CG context)
chr03,gene,26605077,26610235,-,Os03g0673500,26603077,26612235,chr03,26607001,26607500,500,hyper,Os03g0673500,100,TRUE,BGI (CG context)
chr03,gene,28240368,28245227,-,Os03g0703000,28238368,28247227,chr03,28241501,28242000,500,hyper,Os03g0703000,100,TRUE,BGI (CG context)
chr03,gene,28561107,28564805,+,Os03g0708400,28559107,28566805,chr03,28562501,28563000,500,hyper,Os03g0708400,100,TRUE,BGI (CG context)
chr03,gene,28846846,28852545,+,Os03g0713100,28844846,28854545,chr03,28851501,28852000,500,hyper,Os03g0713100,100,TRUE,BGI (CG context)
chr03,gene,28846995,28851885,-,Os03g0713150,28844995,28853885,chr03,28851501,28852000,500,hyper,Os03g0713150,77,TRUE,BGI (CG context)
chr03,gene,29200210,29208674,+,Os03g0720300,29198210,29210674,chr03,29205501,29206000,500,hypo,Os03g0720300,100,TRUE,BGI (CG context)
chr03,gene,29745719,29747861,-,Os03g0728600,29743719,29749861,chr03,29746001,29746500,500,hyper,Os03g0728600,100,TRUE,BGI (CG context)
chr03,gene,30386616,30391989,+,Os03g0740700,30384616,30393989,chr03,30391001,30391500,500,hyper,Os03g0740700,100,TRUE,BGI (CG context)
chr03,gene,30440393,30445261,-,Os03g0741700,30438393,30447261,chr03,30441001,30441500,500,hyper,Os03g0741700,100,TRUE,BGI (CG context)
chr03,gene,30519650,30521125,-,Os03g0743650,30517650,30523125,chr03,30520001,30520500,500,hyper,Os03g0743650,100,TRUE,BGI (CG context)
chr03,gene,31840737,31844402,-,Os03g0769050,31838737,31846402,chr03,31843001,31843500,500,hyper,Os03g0769050,100,TRUE,BGI (CG context)
chr03,gene,32869350,32877275,-,Os03g0790700,32867350,32879275,chr03,32875501,32876000,500,hypo,Os03g0790700,100,TRUE,BGI (CG context)
chr03,gene,33010944,33014444,+,Os03g0793600,33008944,33016444,chr03,33014001,33014500,500,hyper,Os03g0793600,88.8,TRUE,BGI (CG context)
chr03,gene,33988216,33991906,-,Os03g0811500,33986216,33993906,chr03,33991001,33991500,500,hypo,Os03g0811500,100,TRUE,BGI (CG context)
chr03,gene,34692911,34696198,-,Os03g0825900,34690911,34698198,chr03,34693001,34693500,500,hyper,Os03g0825900,100,TRUE,BGI (CG context)
chr03,gene,35897331,35899388,-,Os03g0852500,35895331,35901388,chr03,35898001,35898500,500,hyper,Os03g0852500,100,TRUE,BGI (CG context)
chr04,gene,216134,219439,+,Os04g0103100,214134,221439,chr04,218001,218500,500,hypo,Os04g0103100,100,TRUE,BGI (CG context)
chr04,gene,2426978,2429504,-,Os04g0136700,2424978,2431504,chr04,2428001,2428500,500,hypo,Os04g0136700,100,TRUE,BGI (CG context)
chr04,gene,3609046,3613579,-,Os04g0152500,3607046,3615579,chr04,3612501,3613000,500,hyper,Os04g0152500,100,TRUE,BGI (CG context)
chr04,gene,4738375,4742148,+,Os04g0169100,4736375,4744148,chr04,4741501,4742500,1000,hyper,Os04g0169100,64.8,TRUE,BGI (CG context)
chr04,gene,5167705,5170461,-,Os04g0175750,5165705,5172461,chr04,5168001,5168500,500,hyper,Os04g0175750,100,TRUE,BGI (CG context)
chr04,gene,5778855,5782412,-,Os04g0184900,5776855,5784412,chr04,5781001,5781500,500,hypo,Os04g0184900,100,TRUE,BGI (CG context)
chr04,gene,7504023,7517781,+,Os04g0212200,7502023,7519781,chr04,7517001,7517500,500,hyper,Os04g0212200,100,TRUE,BGI (CG context)
chr04,gene,11569339,11574645,-,Os04g0275100,11567339,11576645,chr04,11571001,11571500,500,hypo,Os04g0275100,100,TRUE,BGI (CG context)
chr04,gene,15067485,15069035,+,Os04g0325300,15065485,15071035,chr04,15068501,15069000,500,hyper,Os04g0325300,100,TRUE,BGI (CG context)
chr04,gene,16151639,16162828,-,Os04g0341500,16149639,16164828,chr04,16153501,16154000,500,hyper,Os04g0341500,100,TRUE,BGI (CG context)
chr04,gene,17207053,17208964,+,Os04g0359900,17205053,17210964,chr04,17208001,17208500,500,hyper,Os04g0359900,100,TRUE,BGI (CG context)
chr04,gene,18189000,18193537,+,Os04g0373000,18187000,18195537,chr04,18191001,18191500,500,hyper,Os04g0373000,100,TRUE,BGI (CG context)
chr04,gene,18746928,18752050,-,Os04g0382300,18744928,18754050,chr04,18750501,18751000,500,hyper,Os04g0382300,100,TRUE,BGI (CG context)
chr04,gene,20077907,20082924,+,Os04g0404800,20075907,20084924,chr04,20081001,20081500,500,hyper,Os04g0404800,100,TRUE,BGI (CG context)
chr04,gene,20559959,20564905,+,Os04g0416400,20557959,20566905,chr04,20563501,20564000,500,hyper,Os04g0416400,100,TRUE,BGI (CG context)
chr04,gene,21340765,21344572,+,Os04g0430400,21338765,21346572,chr04,21342501,21343000,500,hyper,Os04g0430400,100,TRUE,BGI (CG context)
chr04,gene,22582841,22592982,+,Os04g0452500,22580841,22594982,chr04,22590001,22590500,500,hyper,Os04g0452500,100,TRUE,BGI (CG context)
chr04,gene,26375726,26379798,+,Os04g0527800,26373726,26381798,chr04,26377001,26377500,500,hyper,Os04g0527800,100,TRUE,BGI (CG context)
chr04,gene,27233362,27238105,+,Os04g0543900,27231362,27240105,chr04,27235001,27235500,500,hypo,Os04g0543900,100,TRUE,BGI (CG context)
chr04,gene,27284275,27290982,-,Os04g0545000,27282275,27292982,chr04,27289001,27289500,500,hyper,Os04g0545000,100,TRUE,BGI (CG context)
chr04,gene,27461142,27467245,+,Os04g0548450,27459142,27469245,chr04,27463501,27464000,500,hyper,Os04g0548450,100,TRUE,BGI (CG context)
chr04,gene,30167235,30171820,-,Os04g0597866,30165235,30173820,chr04,30170501,30171000,500,hyper,Os04g0597866,100,TRUE,BGI (CG context)
chr04,gene,30642129,30645845,-,Os04g0606500,30640129,30647845,chr04,30645501,30646000,500,hyper,Os04g0606500,69,TRUE,BGI (CG context)
chr04,gene,31764133,31766854,-,Os04g0624800,31762133,31768854,chr04,31765501,31766000,500,hypo,Os04g0624800,100,TRUE,BGI (CG context)
chr04,gene,33109718,33113326,-,Os04g0649700,33107718,33115326,chr04,33110001,33110500,500,hypo,Os04g0649700,100,TRUE,BGI (CG context)
chr04,gene,34267955,34270846,-,Os04g0671700,34265955,34272846,chr04,34270001,34270500,500,hyper,Os04g0671700,100,TRUE,BGI (CG context)
chr04,gene,34338474,34341851,+,Os04g0672800,34336474,34343851,chr04,34339001,34339500,500,hyper,Os04g0672800,100,TRUE,BGI (CG context)
chr04,gene,34519564,34523544,+,Os04g0676300,34517564,34525544,chr04,34523001,34523500,500,hyper,Os04g0676300,100,TRUE,BGI (CG context)
chr04,gene,35317098,35323984,+,Os04g0690400,35315098,35325984,chr04,35318001,35318500,500,hyper,Os04g0690400,100,TRUE,BGI (CG context)
chr05,gene,1291479,1295477,+,Os05g0123200,1289479,1297477,chr05,1295001,1295500,500,hyper,Os05g0123200,95.4,TRUE,BGI (CG context)
chr05,gene,1417145,1419555,-,Os05g0124800,1415145,1421555,chr05,1418001,1418500,500,hyper,Os05g0124800,100,TRUE,BGI (CG context)
chr05,gene,1889866,1895910,-,Os05g0132500,1887866,1897910,chr05,1895001,1895500,500,hyper,Os05g0132500,100,TRUE,BGI (CG context)
chr05,gene,2096145,2100423,+,Os05g0135800,2094145,2102423,chr05,2097001,2097500,500,hyper,Os05g0135800,100,TRUE,BGI (CG context)
chr05,gene,2564221,2573089,+,Os05g0144400,2562221,2575089,chr05,2571001,2571500,500,hyper,Os05g0144400,100,TRUE,BGI (CG context)
chr05,gene,2625815,2630378,-,Os05g0145700,2623815,2632378,chr05,2628001,2628500,500,hyper,Os05g0145700,100,TRUE,BGI (CG context)
chr05,gene,2925781,2928082,+,Os05g0150800,2923781,2930082,chr05,2926501,2927000,500,hyper,Os05g0150800,100,TRUE,BGI (CG context)
chr05,gene,3348814,3352799,-,Os05g0157300,3346814,3354799,chr05,3351501,3352000,500,hyper,Os05g0157300,100,TRUE,BGI (CG context)
chr05,gene,3459576,3465989,+,Os05g0158600,3457576,3467989,chr05,3464501,3465000,500,hypo,Os05g0158600,100,TRUE,BGI (CG context)
chr05,gene,3463587,3468689,-,Os05g0158700,3461587,3470689,chr05,3464501,3465000,500,hypo,Os05g0158700,100,TRUE,BGI (CG context)
chr05,gene,4165126,4171199,+,Os05g0169500,4163126,4173199,chr05,4166001,4166500,500,hyper,Os05g0169500,100,TRUE,BGI (CG context)
chr05,gene,4401883,4408271,+,Os05g0173500,4399883,4410271,chr05,4407501,4408000,500,hyper,Os05g0173500,100,TRUE,BGI (CG context)
chr05,gene,5784144,5789558,-,Os05g0194500,5782144,5791558,chr05,5784001,5784500,500,hypo,Os05g0194500,71.4,TRUE,BGI (CG context)
chr05,gene,6815542,6818535,-,Os05g0209950,6813542,6820535,chr05,6816501,6817000,500,hyper,Os05g0209950,100,TRUE,BGI (CG context)
chr05,gene,8590929,8597015,+,Os05g0241100,8588929,8599015,chr05,8594501,8595000,500,hyper,Os05g0241100,100,TRUE,BGI (CG context)
chr05,gene,9585993,9593266,+,Os05g0257100,9583993,9595266,chr05,9587001,9587500,500,hyper,Os05g0257100,100,TRUE,BGI (CG context)
chr05,gene,9647991,9654813,+,Os05g0258400,9645991,9656813,chr05,9654501,9655000,500,hypo,Os05g0258400,62.6,TRUE,BGI (CG context)
chr05,gene,10525087,10527433,+,Os05g0266900,10523087,10529433,chr05,10527001,10527500,500,hyper,Os05g0266900,86.6,TRUE,BGI (CG context)
chr05,gene,13405326,13410805,+,Os05g0299500,13403326,13412805,chr05,13407501,13408000,500,hyper,Os05g0299500,100,TRUE,BGI (CG context)
chr05,gene,14688251,14701323,+,Os05g0317200,14686251,14703323,chr05,14689001,14689500,500,hypo,Os05g0317200,100,TRUE,BGI (CG context)
chr05,gene,17512767,17517933,-,Os05g0365300,17510767,17519933,chr05,17513001,17513500,500,hyper,Os05g0365300,100,TRUE,BGI (CG context)
chr05,gene,17637812,17641298,-,Os05g0367200,17635812,17643298,chr05,17638501,17639000,500,hyper,Os05g0367200,100,TRUE,BGI (CG context)
chr05,gene,17934628,17941855,+,Os05g0372300,17932628,17943855,chr05,17941501,17942000,500,hyper,Os05g0372300,71,TRUE,BGI (CG context)
chr05,gene,18868481,18872164,+,Os05g0389700,18866481,18874164,chr05,18871501,18872000,500,hyper,Os05g0389700,100,TRUE,BGI (CG context)
chr05,gene,19470226,19475222,+,Os05g0400200,19468226,19477222,chr05,19470501,19471000,500,hypo,Os05g0400200,100,TRUE,BGI (CG context)
chr05,gene,20102713,20112210,-,Os05g0411200,20100713,20114210,chr05,20103001,20103500,500,hypo,Os05g0411200,100,TRUE,BGI (CG context)
chr05,gene,21587817,21593415,+,Os05g0440800,21585817,21595415,chr05,21591501,21592000,500,hyper,Os05g0440800,100,TRUE,BGI (CG context)
chr05,gene,22208601,22212202,+,Os05g0452800,22206601,22214202,chr05,22211501,22212000,500,hyper,Os05g0452800,100,TRUE,BGI (CG context)
chr05,gene,22488533,22492117,+,Os05g0458000,22486533,22494117,chr05,22489501,22490000,500,hyper,Os05g0458000,100,TRUE,BGI (CG context)
chr05,gene,24895872,24898803,-,Os05g0505075,24893872,24900803,chr05,24896501,24897000,500,hyper,Os05g0505075,100,TRUE,BGI (CG context)
