Chromosome,Feature,Start,End,Strand,ID_gene,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr11,gene,21466751,21468751,-,Os11g0572301,chr11,21468201,21468300,100,hyper,Os11g0572301,100,TRUE,Azucena (CHH context)
chr11,gene,21473708,21475708,+,Os11g0572400,chr11,21475201,21475300,100,hypo,Os11g0572400,100,TRUE,Azucena (CHH context)
chr11,gene,21964465,21966465,+,Os11g0581700,chr11,21964701,21964800,100,hypo,Os11g0581700,100,TRUE,Azucena (CHH context)
chr11,gene,21980349,21982349,+,Os11g0581900,chr11,21981001,21981100,100,hypo,Os11g0581900,100,TRUE,Azucena (CHH context)
chr11,gene,22612877,22614877,-,Os11g0593700,chr11,22613001,22613100,100,hypo,Os11g0593700,100,TRUE,Azucena (CHH context)
chr11,gene,22616819,22618819,-,Os11g0593900,chr11,22617601,22617700,100,hypo,Os11g0593900,100,TRUE,Azucena (CHH context)
chr11,gene,22628975,22630975,+,Os11g0594200,chr11,22629501,22629700,200,hyper,Os11g0594200,100,TRUE,Azucena (CHH context)
chr11,gene,23306317,23308317,-,Os11g0604900,chr11,23307301,23307400,100,hypo,Os11g0604900,100,TRUE,Azucena (CHH context)
chr11,gene,23306317,23308317,-,Os11g0604900,chr11,23307601,23307700,100,hypo,Os11g0604900,100,TRUE,Azucena (CHH context)
chr11,gene,23344655,23346655,+,Os11g0605300,chr11,23345401,23345500,100,hypo,Os11g0605300,100,TRUE,Azucena (CHH context)
chr11,gene,23393375,23395375,+,Os11g0606200,chr11,23395001,23395100,100,hypo,Os11g0606200,100,TRUE,Azucena (CHH context)
chr11,gene,23633337,23635337,+,Os11g0611100,chr11,23634601,23634700,100,hypo,Os11g0611100,100,TRUE,Azucena (CHH context)
chr11,gene,23659546,23661546,+,Os11g0611600,chr11,23660101,23660200,100,hypo,Os11g0611600,100,TRUE,Azucena (CHH context)
chr11,gene,24029853,24031853,-,Os11g0617532,chr11,24030101,24030200,100,hypo,Os11g0617532,100,TRUE,Azucena (CHH context)
chr11,gene,24082616,24084616,-,Os11g0618600,chr11,24083201,24083300,100,hyper,Os11g0618600,100,TRUE,Azucena (CHH context)
chr11,gene,24158577,24160577,+,Os11g0619800,chr11,24160301,24160400,100,hypo,Os11g0619800,100,TRUE,Azucena (CHH context)
chr11,gene,24653912,24655912,-,Os11g0629500,chr11,24654701,24654800,100,hypo,Os11g0629500,100,TRUE,Azucena (CHH context)
chr11,gene,24661927,24663927,+,Os11g0629550,chr11,24663301,24663400,100,hypo,Os11g0629550,100,TRUE,Azucena (CHH context)
chr11,gene,24662582,24664582,-,Os11g0629566,chr11,24663301,24663400,100,hypo,Os11g0629566,100,TRUE,Azucena (CHH context)
chr11,gene,24956875,24958875,-,Os11g0634350,chr11,24958501,24958600,100,hypo,Os11g0634350,100,TRUE,Azucena (CHH context)
chr11,gene,24987004,24989004,+,Os11g0634800,chr11,24988501,24988600,100,hypo,Os11g0634800,100,TRUE,Azucena (CHH context)
chr11,gene,24987149,24989149,-,Os11g0634902,chr11,24988501,24988600,100,hypo,Os11g0634902,100,TRUE,Azucena (CHH context)
chr11,gene,25490192,25492192,+,Os11g0642800,chr11,25491101,25491300,200,hypo,Os11g0642800,100,TRUE,Azucena (CHH context)
chr11,gene,25633165,25635165,+,Os11g0645886,chr11,25633301,25633600,300,hypo,Os11g0645886,100,TRUE,Azucena (CHH context)
chr11,gene,25825938,25827938,+,Os11g0648700,chr11,25826701,25826800,100,hypo,Os11g0648700,100,TRUE,Azucena (CHH context)
chr11,gene,26086071,26088071,-,Os11g0653300,chr11,26087801,26087900,100,hypo,Os11g0653300,100,TRUE,Azucena (CHH context)
chr11,gene,26375427,26377427,-,Os11g0657900,chr11,26377001,26377100,100,hypo,Os11g0657900,100,TRUE,Azucena (CHH context)
chr11,gene,26473503,26475503,-,Os11g0659600,chr11,26473701,26473800,100,hypo,Os11g0659600,100,TRUE,Azucena (CHH context)
chr11,gene,26965537,26967537,+,Os11g0668300,chr11,26966801,26966900,100,hypo,Os11g0668300,100,TRUE,Azucena (CHH context)
chr11,gene,26965537,26967537,+,Os11g0668300,chr11,26967101,26967200,100,hypo,Os11g0668300,100,TRUE,Azucena (CHH context)
chr11,gene,27406007,27408007,+,Os11g0678200,chr11,27407701,27407800,100,hypo,Os11g0678200,100,TRUE,Azucena (CHH context)
chr11,gene,27715464,27717464,+,Os11g0685200,chr11,27716801,27717000,200,hyper,Os11g0685200,100,TRUE,Azucena (CHH context)
chr11,gene,28725508,28727508,-,Os11g0701000,chr11,28726601,28726700,100,hypo,Os11g0701000,100,TRUE,Azucena (CHH context)
chr11,gene,28916916,28918916,-,Os11g0706600,chr11,28918101,28918200,100,hypo,Os11g0706600,100,TRUE,Azucena (CHH context)
chr11,gene,28916932,28918932,+,Os11g0706700,chr11,28918101,28918200,100,hypo,Os11g0706700,100,TRUE,Azucena (CHH context)
chr11,gene,28930977,28932977,-,Os11g0707000,chr11,28931301,28931400,100,hypo,Os11g0707000,100,TRUE,Azucena (CHH context)
chr11,gene,28930977,28932977,-,Os11g0707000,chr11,28931901,28932000,100,hypo,Os11g0707000,100,TRUE,Azucena (CHH context)
chr11,gene,28981109,28983109,+,Os11g0708400,chr11,28982301,28982400,100,hypo,Os11g0708400,100,TRUE,Azucena (CHH context)
chr12,gene,164493,166493,+,Os12g0103500,chr12,165101,165200,100,hypo,Os12g0103500,100,TRUE,Azucena (CHH context)
chr12,gene,164743,166743,-,Os12g0103540,chr12,165101,165200,100,hypo,Os12g0103540,100,TRUE,Azucena (CHH context)
chr12,gene,203970,205970,+,Os12g0104200,chr12,204301,204400,100,hyper,Os12g0104200,100,TRUE,Azucena (CHH context)
chr12,gene,492933,494933,+,Os12g0109200,chr12,494701,494800,100,hypo,Os12g0109200,100,TRUE,Azucena (CHH context)
chr12,gene,630446,632446,-,Os12g0112251,chr12,631301,631400,100,hypo,Os12g0112251,100,TRUE,Azucena (CHH context)
chr12,gene,630454,632454,+,Os12g0112300,chr12,631301,631400,100,hypo,Os12g0112300,100,TRUE,Azucena (CHH context)
chr12,gene,694645,696645,+,Os12g0114000,chr12,695901,696100,200,hypo,Os12g0114000,100,TRUE,Azucena (CHH context)
chr12,gene,716564,718564,+,Os12g0114400,chr12,717401,717500,100,hyper,Os12g0114400,100,TRUE,Azucena (CHH context)
chr12,gene,885161,887161,-,Os12g0118200,chr12,886301,886400,100,hypo,Os12g0118200,100,TRUE,Azucena (CHH context)
chr12,gene,904322,906322,+,Os12g0118700,chr12,904601,904700,100,hyper,Os12g0118700,100,TRUE,Azucena (CHH context)
chr12,gene,1349874,1351874,-,Os12g0128450,chr12,1349901,1350000,100,hypo,Os12g0128450,100,TRUE,Azucena (CHH context)
chr12,gene,1395309,1397309,+,Os12g0129300,chr12,1396601,1396700,100,hypo,Os12g0129300,100,TRUE,Azucena (CHH context)
chr12,gene,1800714,1802714,+,Os12g0137200,chr12,1802501,1802600,100,hypo,Os12g0137200,100,TRUE,Azucena (CHH context)
chr12,gene,1828784,1830784,-,Os12g0137700,chr12,1829601,1829700,100,hypo,Os12g0137700,100,TRUE,Azucena (CHH context)
chr12,gene,1940469,1942469,-,Os12g0140266,chr12,1941301,1941400,100,hypo,Os12g0140266,100,TRUE,Azucena (CHH context)
chr12,gene,1967715,1969715,+,Os12g0140600,chr12,1968101,1968200,100,hypo,Os12g0140600,100,TRUE,Azucena (CHH context)
chr12,gene,2116063,2118063,+,Os12g0143100,chr12,2117301,2117400,100,hypo,Os12g0143100,100,TRUE,Azucena (CHH context)
chr12,gene,2126576,2128576,-,Os12g0143400,chr12,2127901,2128000,100,hypo,Os12g0143400,100,TRUE,Azucena (CHH context)
chr12,gene,2169774,2171774,+,Os12g0144000,chr12,2171201,2171300,100,hypo,Os12g0144000,100,TRUE,Azucena (CHH context)
chr12,gene,2384716,2386716,-,Os12g0148500,chr12,2385101,2385200,100,hypo,Os12g0148500,100,TRUE,Azucena (CHH context)
chr12,gene,2641975,2643975,+,Os12g0153500,chr12,2642601,2642700,100,hypo,Os12g0153500,100,TRUE,Azucena (CHH context)
chr12,gene,2697175,2699175,-,Os12g0155000,chr12,2698401,2698500,100,hypo,Os12g0155000,100,TRUE,Azucena (CHH context)
chr12,gene,2730249,2732249,-,Os12g0155400,chr12,2731701,2731800,100,hypo,Os12g0155400,100,TRUE,Azucena (CHH context)
chr12,gene,3174197,3176197,+,Os12g0162800,chr12,3174401,3174500,100,hyper,Os12g0162800,100,TRUE,Azucena (CHH context)
chr12,gene,3174197,3176197,+,Os12g0162800,chr12,3175001,3175100,100,hyper,Os12g0162800,100,TRUE,Azucena (CHH context)
chr12,gene,3336061,3338061,+,Os12g0165900,chr12,3336301,3336500,200,hypo,Os12g0165900,100,TRUE,Azucena (CHH context)
chr12,gene,3427223,3429223,+,Os12g0167900,chr12,3428601,3428700,100,hypo,Os12g0167900,100,TRUE,Azucena (CHH context)
chr12,gene,3521303,3523303,+,Os12g0169200,chr12,3522501,3522600,100,hypo,Os12g0169200,100,TRUE,Azucena (CHH context)
chr12,gene,3660338,3662338,+,Os12g0172150,chr12,3660801,3660900,100,hypo,Os12g0172150,100,TRUE,Azucena (CHH context)
chr12,gene,3707505,3709505,-,Os12g0173125,chr12,3709001,3709100,100,hyper,Os12g0173125,100,TRUE,Azucena (CHH context)
chr12,gene,3707508,3709508,+,Os12g0173300,chr12,3709001,3709100,100,hyper,Os12g0173300,100,TRUE,Azucena (CHH context)
chr12,gene,3790161,3792161,-,Os12g0174800,chr12,3791201,3791300,100,hypo,Os12g0174800,100,TRUE,Azucena (CHH context)
chr12,gene,3847391,3849391,-,Os12g0175500,chr12,3848801,3848900,100,hypo,Os12g0175500,100,TRUE,Azucena (CHH context)
chr12,gene,3950789,3952789,+,Os12g0178000,chr12,3952201,3952300,100,hypo,Os12g0178000,100,TRUE,Azucena (CHH context)
chr12,gene,3958528,3960528,-,Os12g0178200,chr12,3959901,3960000,100,hypo,Os12g0178200,100,TRUE,Azucena (CHH context)
chr12,gene,3958528,3960528,-,Os12g0178200,chr12,3960301,3960400,100,hypo,Os12g0178200,100,TRUE,Azucena (CHH context)
chr12,gene,4042478,4044478,+,Os12g0180100,chr12,4043701,4043900,200,hypo,Os12g0180100,100,TRUE,Azucena (CHH context)
chr12,gene,4043644,4045644,-,Os12g0180250,chr12,4043701,4043900,200,hypo,Os12g0180250,100,TRUE,Azucena (CHH context)
chr12,gene,4161635,4163635,+,Os12g0181900,chr12,4163301,4163400,100,hyper,Os12g0181900,100,TRUE,Azucena (CHH context)
chr12,gene,4525362,4527362,+,Os12g0189900,chr12,4526801,4526900,100,hypo,Os12g0189900,100,TRUE,Azucena (CHH context)
chr12,gene,4633104,4635104,-,Os12g0191150,chr12,4634401,4634500,100,hypo,Os12g0191150,100,TRUE,Azucena (CHH context)
chr12,gene,4704847,4706847,+,Os12g0192500,chr12,4706101,4706200,100,hypo,Os12g0192500,100,TRUE,Azucena (CHH context)
chr12,gene,4794480,4796480,+,Os12g0193800,chr12,4795301,4795600,300,hypo,Os12g0193800,100,TRUE,Azucena (CHH context)
chr12,gene,5033198,5035198,-,Os12g0197500,chr12,5034301,5034400,100,hypo,Os12g0197500,100,TRUE,Azucena (CHH context)
chr12,gene,5430575,5432575,+,Os12g0204000,chr12,5431501,5431600,100,hypo,Os12g0204000,100,TRUE,Azucena (CHH context)
chr12,gene,5697790,5699790,+,Os12g0209200,chr12,5699601,5699700,100,hypo,Os12g0209200,100,TRUE,Azucena (CHH context)
chr12,gene,5770511,5772511,-,Os12g0210450,chr12,5772001,5772100,100,hypo,Os12g0210450,100,TRUE,Azucena (CHH context)
chr12,gene,6561411,6563411,-,Os12g0221400,chr12,6563101,6563200,100,hypo,Os12g0221400,100,TRUE,Azucena (CHH context)
chr12,gene,6645365,6647365,+,Os12g0222800,chr12,6645501,6645600,100,hyper,Os12g0222800,100,TRUE,Azucena (CHH context)
chr12,gene,6809122,6811122,+,Os12g0225200,chr12,6809801,6809900,100,hypo,Os12g0225200,100,TRUE,Azucena (CHH context)
chr12,gene,7109787,7111787,+,Os12g0230200,chr12,7110601,7110700,100,hypo,Os12g0230200,100,TRUE,Azucena (CHH context)
chr12,gene,7428623,7430623,+,Os12g0235800,chr12,7429301,7429400,100,hypo,Os12g0235800,100,TRUE,Azucena (CHH context)
chr12,gene,7818306,7820306,-,Os12g0241100,chr12,7819001,7819100,100,hypo,Os12g0241100,100,TRUE,Azucena (CHH context)
chr12,gene,8799606,8801606,+,Os12g0256300,chr12,8801301,8801400,100,hypo,Os12g0256300,100,TRUE,Azucena (CHH context)
chr12,gene,9122141,9124141,-,Os12g0260500,chr12,9123301,9123400,100,hypo,Os12g0260500,100,TRUE,Azucena (CHH context)
chr12,gene,9284790,9286790,-,Os12g0263600,chr12,9285701,9285800,100,hyper,Os12g0263600,100,TRUE,Azucena (CHH context)
chr12,gene,9577773,9579773,-,Os12g0268000,chr12,9577801,9577900,100,hyper,Os12g0268000,100,TRUE,Azucena (CHH context)
chr12,gene,10642798,10644798,-,Os12g0281966,chr12,10643101,10643200,100,hypo,Os12g0281966,100,TRUE,Azucena (CHH context)
chr12,gene,10788598,10790598,-,Os12g0284525,chr12,10789001,10789100,100,hyper,Os12g0284525,100,TRUE,Azucena (CHH context)
chr12,gene,10846222,10848222,+,Os12g0285500,chr12,10847001,10847100,100,hypo,Os12g0285500,100,TRUE,Azucena (CHH context)
chr12,gene,10994108,10996108,+,Os12g0287800,chr12,10995301,10995400,100,hypo,Os12g0287800,100,TRUE,Azucena (CHH context)
chr12,gene,11182671,11184671,+,Os12g0290100,chr12,11182701,11182800,100,hypo,Os12g0290100,100,TRUE,Azucena (CHH context)
chr12,gene,11182671,11184671,+,Os12g0290100,chr12,11183101,11183300,200,hypo,Os12g0290100,100,TRUE,Azucena (CHH context)
chr12,gene,11182671,11184671,+,Os12g0290100,chr12,11184001,11184100,100,hypo,Os12g0290100,100,TRUE,Azucena (CHH context)
chr12,gene,11355939,11357939,+,Os12g0293000,chr12,11357601,11357700,100,hypo,Os12g0293000,100,TRUE,Azucena (CHH context)
chr12,gene,11714268,11716268,+,Os12g0297400,chr12,11714501,11714700,200,hypo,Os12g0297400,100,TRUE,Azucena (CHH context)
chr12,gene,11725437,11727437,-,Os12g0297500,chr12,11725801,11725900,100,hyper,Os12g0297500,100,TRUE,Azucena (CHH context)
chr12,gene,12347459,12349459,+,Os12g0407900,chr12,12348701,12348800,100,hypo,Os12g0407900,100,TRUE,Azucena (CHH context)
chr12,gene,12439885,12441885,-,Os12g0409900,chr12,12441601,12441700,100,hypo,Os12g0409900,100,TRUE,Azucena (CHH context)
chr12,gene,12582464,12584464,+,Os12g0412800,chr12,12583101,12583200,100,hypo,Os12g0412800,100,TRUE,Azucena (CHH context)
chr12,gene,14821882,14823882,+,Os12g0442700,chr12,14822301,14822400,100,hypo,Os12g0442700,100,TRUE,Azucena (CHH context)
chr12,gene,14881197,14883197,+,Os12g0443200,chr12,14882101,14882200,100,hypo,Os12g0443200,100,TRUE,Azucena (CHH context)
chr12,gene,14905829,14907829,-,Os12g0443800,chr12,14906601,14906700,100,hypo,Os12g0443800,100,TRUE,Azucena (CHH context)
chr12,gene,15131169,15133169,-,Os12g0447000,chr12,15132201,15132300,100,hypo,Os12g0447000,100,TRUE,Azucena (CHH context)
chr12,gene,17404834,17406834,-,Os12g0477600,chr12,17406101,17406200,100,hypo,Os12g0477600,100,TRUE,Azucena (CHH context)
chr12,gene,17476005,17478005,+,Os12g0478400,chr12,17476401,17476500,100,hypo,Os12g0478400,100,TRUE,Azucena (CHH context)
chr12,gene,18170066,18172066,+,Os12g0487250,chr12,18170901,18171000,100,hypo,Os12g0487250,100,TRUE,Azucena (CHH context)
chr12,gene,18193150,18195150,+,Os12g0487500,chr12,18194201,18194300,100,hypo,Os12g0487500,100,TRUE,Azucena (CHH context)
chr12,gene,18332665,18334665,+,Os12g0489100,chr12,18334201,18334300,100,hypo,Os12g0489100,100,TRUE,Azucena (CHH context)
chr12,gene,19119770,19121770,-,Os12g0502000,chr12,19120901,19121000,100,hypo,Os12g0502000,100,TRUE,Azucena (CHH context)
chr12,gene,19178665,19180665,-,Os12g0503000,chr12,19179101,19179300,200,hypo,Os12g0503000,100,TRUE,Azucena (CHH context)
chr12,gene,19197289,19199289,+,Os12g0503200,chr12,19198501,19198600,100,hypo,Os12g0503200,100,TRUE,Azucena (CHH context)
chr12,gene,19460695,19462695,+,Os12g0507200,chr12,19460901,19461000,100,hypo,Os12g0507200,100,TRUE,Azucena (CHH context)
chr12,gene,19460695,19462695,+,Os12g0507200,chr12,19462001,19462100,100,hypo,Os12g0507200,100,TRUE,Azucena (CHH context)
chr12,gene,19490147,19492147,-,Os12g0507500,chr12,19492001,19492100,100,hypo,Os12g0507500,100,TRUE,Azucena (CHH context)
chr12,gene,19491189,19493189,+,Os12g0507600,chr12,19492001,19492100,100,hypo,Os12g0507600,100,TRUE,Azucena (CHH context)
chr12,gene,19511276,19513276,+,Os12g0508100,chr12,19512101,19512200,100,hypo,Os12g0508100,100,TRUE,Azucena (CHH context)
chr12,gene,19541820,19543820,+,Os12g0508400,chr12,19543101,19543200,100,hypo,Os12g0508400,100,TRUE,Azucena (CHH context)
chr12,gene,19606951,19608951,+,Os12g0509200,chr12,19607401,19607500,100,hyper,Os12g0509200,100,TRUE,Azucena (CHH context)
chr12,gene,19655007,19657007,-,Os12g0510200,chr12,19655101,19655200,100,hypo,Os12g0510200,100,TRUE,Azucena (CHH context)
chr12,gene,20003405,20005405,+,Os12g0515400,chr12,20005001,20005200,200,hypo,Os12g0515400,100,TRUE,Azucena (CHH context)
chr12,gene,20016555,20018555,+,Os12g0515500,chr12,20018201,20018300,100,hypo,Os12g0515500,100,TRUE,Azucena (CHH context)
chr12,gene,20026867,20028867,-,Os12g0515600,chr12,20028201,20028300,100,hypo,Os12g0515600,100,TRUE,Azucena (CHH context)
chr12,gene,20895723,20897723,-,Os12g0530200,chr12,20896901,20897200,300,hypo,Os12g0530200,100,TRUE,Azucena (CHH context)
chr12,gene,21236294,21238294,-,Os12g0534100,chr12,21236301,21236400,100,hypo,Os12g0534100,100,TRUE,Azucena (CHH context)
chr12,gene,21245658,21247658,+,Os12g0534400,chr12,21246201,21246300,100,hypo,Os12g0534400,100,TRUE,Azucena (CHH context)
chr12,gene,21612879,21614879,+,Os12g0540700,chr12,21612901,21613000,100,hypo,Os12g0540700,100,TRUE,Azucena (CHH context)
chr12,gene,21612879,21614879,+,Os12g0540700,chr12,21613901,21614000,100,hypo,Os12g0540700,100,TRUE,Azucena (CHH context)
chr12,gene,21635135,21637135,+,Os12g0541000,chr12,21635301,21635500,200,hypo,Os12g0541000,100,TRUE,Azucena (CHH context)
chr12,gene,21867758,21869758,+,Os12g0543600,chr12,21869301,21869400,100,hyper,Os12g0543600,100,TRUE,Azucena (CHH context)
chr12,gene,21867759,21869759,-,Os12g0543650,chr12,21869301,21869400,100,hyper,Os12g0543650,100,TRUE,Azucena (CHH context)
chr12,gene,22415223,22417223,+,Os12g0552200,chr12,22416601,22416700,100,hypo,Os12g0552200,100,TRUE,Azucena (CHH context)
chr12,gene,22583181,22585181,+,Os12g0555100,chr12,22584201,22584300,100,hypo,Os12g0555100,100,TRUE,Azucena (CHH context)
chr12,gene,22633834,22635834,+,Os12g0556300,chr12,22635101,22635200,100,hypo,Os12g0556300,100,TRUE,Azucena (CHH context)
chr12,gene,22932817,22934817,+,Os12g0559934,chr12,22934401,22934500,100,hypo,Os12g0559934,100,TRUE,Azucena (CHH context)
chr12,gene,22934077,22936077,-,Os12g0560067,chr12,22934401,22934500,100,hypo,Os12g0560067,100,TRUE,Azucena (CHH context)
chr12,gene,23007303,23009303,-,Os12g0561750,chr12,23008401,23008500,100,hypo,Os12g0561750,100,TRUE,Azucena (CHH context)
chr12,gene,23013929,23015929,-,Os12g0561900,chr12,23015601,23015700,100,hypo,Os12g0561900,100,TRUE,Azucena (CHH context)
chr12,gene,23116859,23118859,-,Os12g0563700,chr12,23117901,23118000,100,hyper,Os12g0563700,100,TRUE,Azucena (CHH context)
chr12,gene,23133061,23135061,-,Os12g0564100,chr12,23134801,23134900,100,hypo,Os12g0564100,100,TRUE,Azucena (CHH context)
chr12,gene,23234120,23236120,+,Os12g0565800,chr12,23235301,23235400,100,hyper,Os12g0565800,100,TRUE,Azucena (CHH context)
chr12,gene,23254135,23256135,-,Os12g0566100,chr12,23254101,23254200,100,hypo,Os12g0566100,66,TRUE,Azucena (CHH context)
chr12,gene,23425730,23427730,+,Os12g0569300,chr12,23426701,23426800,100,hypo,Os12g0569300,100,TRUE,Azucena (CHH context)
chr12,gene,23492449,23494449,+,Os12g0570500,chr12,23493301,23493400,100,hypo,Os12g0570500,100,TRUE,Azucena (CHH context)
chr12,gene,23492475,23494475,-,Os12g0570600,chr12,23493301,23493400,100,hypo,Os12g0570600,100,TRUE,Azucena (CHH context)
chr12,gene,23685585,23687585,-,Os12g0574000,chr12,23686701,23686800,100,hypo,Os12g0574000,100,TRUE,Azucena (CHH context)
chr12,gene,24043274,24045274,+,Os12g0580500,chr12,24044601,24044700,100,hypo,Os12g0580500,100,TRUE,Azucena (CHH context)
chr12,gene,24051229,24053229,+,Os12g0580600,chr12,24051601,24051700,100,hypo,Os12g0580600,100,TRUE,Azucena (CHH context)
chr12,gene,24473101,24475101,+,Os12g0586300,chr12,24474201,24474400,200,hypo,Os12g0586300,100,TRUE,Azucena (CHH context)
chr12,gene,25049273,25051273,+,Os12g0596800,chr12,25049501,25049600,100,hypo,Os12g0596800,100,TRUE,Azucena (CHH context)
chr12,gene,25603994,25605994,+,Os12g0606100,chr12,25604301,25604400,100,hypo,Os12g0606100,100,TRUE,Azucena (CHH context)
chr12,gene,25603994,25605994,+,Os12g0606100,chr12,25604801,25604900,100,hypo,Os12g0606100,100,TRUE,Azucena (CHH context)
chr12,gene,25725713,25727713,+,Os12g0609200,chr12,25727201,25727300,100,hypo,Os12g0609200,100,TRUE,Azucena (CHH context)
chr12,gene,25742009,25744009,-,Os12g0609600,chr12,25742601,25742700,100,hypo,Os12g0609600,100,TRUE,Azucena (CHH context)
chr12,gene,25982514,25984514,-,Os12g0613300,chr12,25983401,25983500,100,hypo,Os12g0613300,100,TRUE,Azucena (CHH context)
chr12,gene,26071324,26073324,+,Os12g0614800,chr12,26071701,26071800,100,hypo,Os12g0614800,100,TRUE,Azucena (CHH context)
chr12,gene,26691520,26693520,+,Os12g0624900,chr12,26693001,26693100,100,hypo,Os12g0624900,100,TRUE,Azucena (CHH context)
chr12,gene,26978121,26980121,-,Os12g0630500,chr12,26979401,26979500,100,hyper,Os12g0630500,100,TRUE,Azucena (CHH context)
chr12,gene,27152499,27154499,-,Os12g0633600,chr12,27153701,27153800,100,hypo,Os12g0633600,100,TRUE,Azucena (CHH context)
chr12,gene,27152852,27154852,+,Os12g0633650,chr12,27153701,27153800,100,hypo,Os12g0633650,100,TRUE,Azucena (CHH context)
chr12,gene,27261777,27263777,+,Os12g0636000,chr12,27262501,27262600,100,hypo,Os12g0636000,100,TRUE,Azucena (CHH context)
chr12,gene,27322604,27324604,-,Os12g0637500,chr12,27323301,27323400,100,hypo,Os12g0637500,100,TRUE,Azucena (CHH context)
chr12,gene,27322762,27324762,+,Os12g0637700,chr12,27323301,27323400,100,hypo,Os12g0637700,100,TRUE,Azucena (CHH context)
chr12,gene,27405374,27407374,+,Os12g0639100,chr12,27406201,27406500,300,hypo,Os12g0639100,100,TRUE,Azucena (CHH context)
chr12,gene,27405448,27407448,-,Os12g0639150,chr12,27406201,27406500,300,hypo,Os12g0639150,100,TRUE,Azucena (CHH context)
chr01,gene,726968,728968,+,Os01g0113350,chr01,728501,729000,500,hypo,Os01g0113350,93.6,TRUE,BGI (CG context)
chr01,gene,772727,774727,-,Os01g0114400,chr01,773501,774000,500,hyper,Os01g0114400,100,TRUE,BGI (CG context)
chr01,gene,772848,774848,+,Os01g0114402,chr01,773501,774000,500,hyper,Os01g0114402,100,TRUE,BGI (CG context)
chr01,gene,1731867,1733867,-,Os01g0131250,chr01,1732501,1733000,500,hyper,Os01g0131250,100,TRUE,BGI (CG context)
chr01,gene,1774044,1776044,-,Os01g0132400,chr01,1774001,1774500,500,hypo,Os01g0132400,91.4,TRUE,BGI (CG context)
chr01,gene,3722667,3724667,-,Os01g0172400,chr01,3723001,3723500,500,hyper,Os01g0172400,100,TRUE,BGI (CG context)
chr01,gene,3777634,3779634,+,Os01g0173600,chr01,3779001,3779500,500,hyper,Os01g0173600,100,TRUE,BGI (CG context)
chr01,gene,3817099,3819099,-,Os01g0174200,chr01,3818501,3819000,500,hyper,Os01g0174200,100,TRUE,BGI (CG context)
chr01,gene,3818177,3820177,-,Os01g0174300,chr01,3818501,3819000,500,hyper,Os01g0174300,100,TRUE,BGI (CG context)
chr01,gene,4279715,4281715,-,Os01g0181300,chr01,4280501,4281000,500,hyper,Os01g0181300,100,TRUE,BGI (CG context)
chr01,gene,4824590,4826590,+,Os01g0190500,chr01,4825001,4825500,500,hyper,Os01g0190500,100,TRUE,BGI (CG context)
chr01,gene,5422059,5424059,+,Os01g0200200,chr01,5422001,5422500,500,hyper,Os01g0200200,88.4,TRUE,BGI (CG context)
chr01,gene,5650593,5652593,+,Os01g0202700,chr01,5650501,5651000,500,hyper,Os01g0202700,81.6,TRUE,BGI (CG context)
chr01,gene,5805990,5807990,+,Os01g0206600,chr01,5807501,5808000,500,hypo,Os01g0206600,98,TRUE,BGI (CG context)
chr01,gene,5807141,5809141,+,Os01g0206650,chr01,5807501,5808000,500,hypo,Os01g0206650,100,TRUE,BGI (CG context)
chr01,gene,5807589,5809589,-,Os01g0206700,chr01,5807501,5808000,500,hypo,Os01g0206700,82.4,TRUE,BGI (CG context)
chr01,gene,6246293,6248293,+,Os01g0214300,chr01,6246501,6247000,500,hyper,Os01g0214300,100,TRUE,BGI (CG context)
chr01,gene,10534286,10536286,-,Os01g0290901,chr01,10534501,10535000,500,hypo,Os01g0290901,100,TRUE,BGI (CG context)
chr01,gene,10662792,10664792,-,Os01g0293100,chr01,10663501,10664000,500,hyper,Os01g0293100,100,TRUE,BGI (CG context)
chr01,gene,11609069,11611069,+,Os01g0309800,chr01,11610501,11611000,500,hyper,Os01g0309800,100,TRUE,BGI (CG context)
chr01,gene,12076156,12078156,-,Os01g0318201,chr01,12077501,12078000,500,hyper,Os01g0318201,100,TRUE,BGI (CG context)
chr01,gene,12369544,12371544,-,Os01g0323950,chr01,12370501,12371000,500,hyper,Os01g0323950,100,TRUE,BGI (CG context)
chr01,gene,12582827,12584827,-,Os01g0327600,chr01,12584501,12585000,500,hypo,Os01g0327600,65.4,TRUE,BGI (CG context)
chr01,gene,13606184,13608184,-,Os01g0344620,chr01,13606501,13607000,500,hypo,Os01g0344620,100,TRUE,BGI (CG context)
chr01,gene,13939318,13941318,+,Os01g0349800,chr01,13940501,13941000,500,hypo,Os01g0349800,100,TRUE,BGI (CG context)
chr01,gene,15122631,15124631,+,Os01g0368900,chr01,15124001,15124500,500,hyper,Os01g0368900,100,TRUE,BGI (CG context)
chr01,gene,17264185,17266185,-,Os01g0500500,chr01,17264001,17264500,500,hypo,Os01g0500500,63.2,TRUE,BGI (CG context)
chr01,gene,18669229,18671229,+,Os01g0523100,chr01,18669501,18670000,500,hypo,Os01g0523100,100,TRUE,BGI (CG context)
chr01,gene,18669367,18671367,-,Os01g0523250,chr01,18669501,18670000,500,hypo,Os01g0523250,100,TRUE,BGI (CG context)
chr01,gene,18778600,18780600,+,Os01g0525100,chr01,18779001,18779500,500,hyper,Os01g0525100,100,TRUE,BGI (CG context)
