"","Contexto","Elemento"
"11034","hyper - BGI (CHH context) - Upstream","Os02g0107300"
"11035","hyper - BGI (CHH context) - Upstream","Os02g0107350"
"11036","hyper - BGI (CHH context) - Upstream","Os02g0107800"
"11037","hyper - BGI (CHH context) - Upstream","Os02g0124599"
"11038","hyper - BGI (CHH context) - Upstream","Os02g0124650"
"11039","hyper - BGI (CHH context) - Upstream","Os02g0124600"
"11040","hyper - BGI (CHH context) - Upstream","Os02g0147500"
"11041","hyper - BGI (CHH context) - Upstream","Os02g0149600"
"11042","hyper - BGI (CHH context) - Upstream","Os02g0154600"
"11043","hyper - BGI (CHH context) - Upstream","Os02g0157700"
"11044","hyper - BGI (CHH context) - Upstream","Os02g0169400"
"11045","hyper - BGI (CHH context) - Upstream","Os02g0169450"
"11046","hyper - BGI (CHH context) - Upstream","Os02g0173100"
"11047","hyper - BGI (CHH context) - Upstream","Os02g0202500"
"11048","hyper - BGI (CHH context) - Upstream","Os02g0203200"
"11049","hyper - BGI (CHH context) - Upstream","Os02g0203300"
"11050","hyper - BGI (CHH context) - Upstream","Os02g0204201"
"11051","hyper - BGI (CHH context) - Upstream","Os02g0209300"
"11052","hyper - BGI (CHH context) - Upstream","Os02g0226200"
"11053","hyper - BGI (CHH context) - Upstream","Os02g0230100"
"11054","hyper - BGI (CHH context) - Upstream","Os02g0259900"
"11055","hyper - BGI (CHH context) - Upstream","Os02g0274600"
"11056","hyper - BGI (CHH context) - Upstream","Os02g0284600"
"11057","hyper - BGI (CHH context) - Upstream","Os02g0302200"
"11058","hyper - BGI (CHH context) - Upstream","Os02g0314300"
"11059","hyper - BGI (CHH context) - Upstream","Os02g0330200"
"11060","hyper - BGI (CHH context) - Upstream","Os02g0330400"
"11061","hyper - BGI (CHH context) - Upstream","Os02g0458950"
"11062","hyper - BGI (CHH context) - Upstream","Os02g0459600"
"11063","hyper - BGI (CHH context) - Upstream","Os02g0467400"
"11064","hyper - BGI (CHH context) - Upstream","Os02g0467500"
"11065","hyper - BGI (CHH context) - Upstream","Os02g0485800"
"11066","hyper - BGI (CHH context) - Upstream","Os02g0498100"
"11067","hyper - BGI (CHH context) - Upstream","Os02g0505400"
"11068","hyper - BGI (CHH context) - Upstream","Os02g0507600"
"11069","hyper - BGI (CHH context) - Upstream","Os02g0524300"
"11070","hyper - BGI (CHH context) - Upstream","Os02g0528000"
"11071","hyper - BGI (CHH context) - Upstream","Os02g0538550"
"11072","hyper - BGI (CHH context) - Upstream","Os02g0539900"
"11073","hyper - BGI (CHH context) - Upstream","Os02g0550500"
"11074","hyper - BGI (CHH context) - Upstream","Os02g0562000"
"11075","hyper - BGI (CHH context) - Upstream","Os02g0562100"
"11076","hyper - BGI (CHH context) - Upstream","Os02g0566800"
"11077","hyper - BGI (CHH context) - Upstream","Os02g0569000"
"11078","hyper - BGI (CHH context) - Upstream","Os02g0581600"
"11079","hyper - BGI (CHH context) - Upstream","Os02g0581700"
"11080","hyper - BGI (CHH context) - Upstream","Os02g0588500"
"11081","hyper - BGI (CHH context) - Upstream","Os02g0602700"
"11082","hyper - BGI (CHH context) - Upstream","Os02g0621100"
"11083","hyper - BGI (CHH context) - Upstream","Os02g0660100"
"11084","hyper - BGI (CHH context) - Upstream","Os02g0674700"
"11085","hyper - BGI (CHH context) - Upstream","Os02g0675700"
"11086","hyper - BGI (CHH context) - Upstream","Os02g0714500"
"11087","hyper - BGI (CHH context) - Upstream","Os02g0720700"
"11088","hyper - BGI (CHH context) - Upstream","Os02g0781300"
"11089","hyper - BGI (CHH context) - Upstream","Os02g0800300"
"11090","hyper - BGI (CHH context) - Upstream","Os02g0808100"
"11091","hyper - BGI (CHH context) - Upstream","Os02g0808300"
"11092","hyper - BGI (CHH context) - Upstream","Os02g0808350"
"11093","hyper - BGI (CHH context) - Upstream","Os02g0817600"
"11094","hyper - BGI (CHH context) - Upstream","Os02g0823400"
"11095","hyper - BGI (CHH context) - Upstream","Os03g0106500"
"11096","hyper - BGI (CHH context) - Upstream","Os03g0140100"
"11097","hyper - BGI (CHH context) - Upstream","Os03g0141700"
"11098","hyper - BGI (CHH context) - Upstream","Os03g0145150"
"11099","hyper - BGI (CHH context) - Upstream","Os03g0145200"
"11100","hyper - BGI (CHH context) - Upstream","Os03g0206150"
"11101","hyper - BGI (CHH context) - Upstream","Os03g0206100"
"11102","hyper - BGI (CHH context) - Upstream","Os03g0207900"
"11103","hyper - BGI (CHH context) - Upstream","Os03g0211400"
"11104","hyper - BGI (CHH context) - Upstream","Os03g0213500"
"11105","hyper - BGI (CHH context) - Upstream","Os03g0214400"
"11106","hyper - BGI (CHH context) - Upstream","Os03g0216800"
"11107","hyper - BGI (CHH context) - Upstream","Os03g0217801"
"11108","hyper - BGI (CHH context) - Upstream","Os03g0218500"
"11109","hyper - BGI (CHH context) - Upstream","Os03g0241001"
"11110","hyper - BGI (CHH context) - Upstream","Os03g0312500"
"11111","hyper - BGI (CHH context) - Upstream","Os03g0317100"
"11112","hyper - BGI (CHH context) - Upstream","Os03g0374600"
"11113","hyper - BGI (CHH context) - Upstream","Os03g0418766"
"11114","hyper - BGI (CHH context) - Upstream","Os03g0424800"
"11115","hyper - BGI (CHH context) - Upstream","Os03g0586700"
"11116","hyper - BGI (CHH context) - Upstream","Os03g0587250"
"11117","hyper - BGI (CHH context) - Upstream","Os03g0640100"
"11118","hyper - BGI (CHH context) - Upstream","Os03g0713000"
"11119","hyper - BGI (CHH context) - Upstream","Os03g0734100"
"11120","hyper - BGI (CHH context) - Upstream","Os03g0734700"
"11121","hyper - BGI (CHH context) - Upstream","Os03g0751400"
"11122","hyper - BGI (CHH context) - Upstream","Os03g0774300"
"11123","hyper - BGI (CHH context) - Upstream","Os03g0791050"
"11124","hyper - BGI (CHH context) - Upstream","Os03g0830800"
"11125","hyper - BGI (CHH context) - Upstream","Os03g0862100"
"11126","hyper - BGI (CHH context) - Upstream","Os04g0111301"
"11127","hyper - BGI (CHH context) - Upstream","Os04g0128700"
"11128","hyper - BGI (CHH context) - Upstream","Os04g0166450"
"11129","hyper - BGI (CHH context) - Upstream","Os04g0169300"
"11130","hyper - BGI (CHH context) - Upstream","Os04g0200000"
"11131","hyper - BGI (CHH context) - Upstream","Os04g0212200"
"11132","hyper - BGI (CHH context) - Upstream","Os04g0225400"
"11133","hyper - BGI (CHH context) - Upstream","Os04g0270200"
"11134","hyper - BGI (CHH context) - Upstream","Os04g0304200"
"11135","hyper - BGI (CHH context) - Upstream","Os04g0322100"
"11136","hyper - BGI (CHH context) - Upstream","Os04g0384650"
"11137","hyper - BGI (CHH context) - Upstream","Os04g0384800"
"11138","hyper - BGI (CHH context) - Upstream","Os04g0389600"
"11139","hyper - BGI (CHH context) - Upstream","Os04g0391900"
"11140","hyper - BGI (CHH context) - Upstream","Os04g0396500"
"11141","hyper - BGI (CHH context) - Upstream","Os04g0401751"
"11142","hyper - BGI (CHH context) - Upstream","Os04g0429800"
"11143","hyper - BGI (CHH context) - Upstream","Os04g0429850"
"11144","hyper - BGI (CHH context) - Upstream","Os04g0438900"
"11145","hyper - BGI (CHH context) - Upstream","Os04g0448900"
"11146","hyper - BGI (CHH context) - Upstream","Os04g0452600"
"11147","hyper - BGI (CHH context) - Upstream","Os04g0452650"
"11148","hyper - BGI (CHH context) - Upstream","Os04g0476500"
"11149","hyper - BGI (CHH context) - Upstream","Os04g0503100"
"11150","hyper - BGI (CHH context) - Upstream","Os04g0504200"
"11151","hyper - BGI (CHH context) - Upstream","Os04g0525200"
"11152","hyper - BGI (CHH context) - Upstream","Os04g0576500"
"11153","hyper - BGI (CHH context) - Upstream","Os04g0654500"
"11154","hyper - BGI (CHH context) - Upstream","Os04g0689700"
"11155","hyper - BGI (CHH context) - Upstream","Os05g0104000"
"11156","hyper - BGI (CHH context) - Upstream","Os05g0113500"
"11157","hyper - BGI (CHH context) - Upstream","Os05g0113900"
"11158","hyper - BGI (CHH context) - Upstream","Os05g0121100"
"11159","hyper - BGI (CHH context) - Upstream","Os05g0129400"
"11160","hyper - BGI (CHH context) - Upstream","Os05g0171200"
"11161","hyper - BGI (CHH context) - Upstream","Os05g0179950"
"11162","hyper - BGI (CHH context) - Upstream","Os05g0181300"
"11163","hyper - BGI (CHH context) - Upstream","Os05g0182900"
"11164","hyper - BGI (CHH context) - Upstream","Os05g0194000"
"11165","hyper - BGI (CHH context) - Upstream","Os05g0195000"
"11166","hyper - BGI (CHH context) - Upstream","Os05g0201333"
"11167","hyper - BGI (CHH context) - Upstream","Os05g0206100"
"11168","hyper - BGI (CHH context) - Upstream","Os05g0235300"
"11169","hyper - BGI (CHH context) - Upstream","Os05g0258000"
"11170","hyper - BGI (CHH context) - Upstream","Os05g0285900"
"11171","hyper - BGI (CHH context) - Upstream","Os05g0318300"
"11172","hyper - BGI (CHH context) - Upstream","Os05g0353600"
"11173","hyper - BGI (CHH context) - Upstream","Os05g0357100"
"11174","hyper - BGI (CHH context) - Upstream","Os05g0361900"
"11175","hyper - BGI (CHH context) - Upstream","Os05g0386000"
"11176","hyper - BGI (CHH context) - Upstream","Os05g0386100"
"11177","hyper - BGI (CHH context) - Upstream","Os05g0418000"
"11178","hyper - BGI (CHH context) - Upstream","Os05g0424800"
"11179","hyper - BGI (CHH context) - Upstream","Os05g0427900"
"11180","hyper - BGI (CHH context) - Upstream","Os05g0457200"
"11181","hyper - BGI (CHH context) - Upstream","Os05g0457300"
"11182","hyper - BGI (CHH context) - Upstream","Os05g0469800"
"11183","hyper - BGI (CHH context) - Upstream","Os05g0469812"
"11184","hyper - BGI (CHH context) - Upstream","Os05g0481800"
"11185","hyper - BGI (CHH context) - Upstream","Os05g0541900"
"11186","hyper - BGI (CHH context) - Upstream","Os05g0547100"
"11187","hyper - BGI (CHH context) - Upstream","Os05g0573000"
"11188","hyper - BGI (CHH context) - Upstream","Os05g0574300"
"11189","hyper - BGI (CHH context) - Upstream","Os06g0115100"
"11190","hyper - BGI (CHH context) - Upstream","Os06g0141400"
"11191","hyper - BGI (CHH context) - Upstream","Os06g0143400"
"11192","hyper - BGI (CHH context) - Upstream","Os06g0151850"
"11193","hyper - BGI (CHH context) - Upstream","Os06g0158600"
"11194","hyper - BGI (CHH context) - Upstream","Os06g0169900"
"11195","hyper - BGI (CHH context) - Upstream","Os06g0186900"
"11196","hyper - BGI (CHH context) - Upstream","Os06g0217500"
"11197","hyper - BGI (CHH context) - Upstream","Os06g0226050"
"11198","hyper - BGI (CHH context) - Upstream","Os06g0242000"
"11199","hyper - BGI (CHH context) - Upstream","Os06g0250600"
"11200","hyper - BGI (CHH context) - Upstream","Os06g0254700"
"11201","hyper - BGI (CHH context) - Upstream","Os06g0293000"
"11202","hyper - BGI (CHH context) - Upstream","Os06g0293050"
"11203","hyper - BGI (CHH context) - Upstream","Os06g0298100"
"11204","hyper - BGI (CHH context) - Upstream","Os06g0298200"
"11205","hyper - BGI (CHH context) - Upstream","Os06g0332400"
"11206","hyper - BGI (CHH context) - Upstream","Os06g0332450"
"11207","hyper - BGI (CHH context) - Upstream","Os06g0352200"
"11208","hyper - BGI (CHH context) - Upstream","Os06g0486000"
"11209","hyper - BGI (CHH context) - Upstream","Os06g0495500"
"11210","hyper - BGI (CHH context) - Upstream","Os06g0500100"
"11211","hyper - BGI (CHH context) - Upstream","Os06g0529800"
"11212","hyper - BGI (CHH context) - Upstream","Os06g0550442"
"11213","hyper - BGI (CHH context) - Upstream","Os06g0592400"
"11214","hyper - BGI (CHH context) - Upstream","Os06g0592500"
"11215","hyper - BGI (CHH context) - Upstream","Os06g0610800"
"11216","hyper - BGI (CHH context) - Upstream","Os06g0627001"
"11217","hyper - BGI (CHH context) - Upstream","Os06g0627100"
"11218","hyper - BGI (CHH context) - Upstream","Os06g0636600"
"11219","hyper - BGI (CHH context) - Upstream","Os06g0652400"
"11220","hyper - BGI (CHH context) - Upstream","Os06g0653200"
"11221","hyper - BGI (CHH context) - Upstream","Os06g0679600"
"11222","hyper - BGI (CHH context) - Upstream","Os06g0679700"
"11223","hyper - BGI (CHH context) - Upstream","Os06g0714800"
"11224","hyper - BGI (CHH context) - Upstream","Os06g0720301"
"11225","hyper - BGI (CHH context) - Upstream","Os06g0731100"
"11226","hyper - BGI (CHH context) - Upstream","Os07g0116800"
"11227","hyper - BGI (CHH context) - Upstream","Os07g0151650"
"11228","hyper - BGI (CHH context) - Upstream","Os07g0167300"
"11229","hyper - BGI (CHH context) - Upstream","Os07g0198300"
"11230","hyper - BGI (CHH context) - Upstream","Os07g0201300"
"11231","hyper - BGI (CHH context) - Upstream","Os07g0259000"
"11232","hyper - BGI (CHH context) - Upstream","Os07g0259100"
"11233","hyper - BGI (CHH context) - Upstream","Os07g0273700"
"11234","hyper - BGI (CHH context) - Upstream","Os07g0297400"
"11235","hyper - BGI (CHH context) - Upstream","Os07g0404900"
"11236","hyper - BGI (CHH context) - Upstream","Os07g0405100"
"11237","hyper - BGI (CHH context) - Upstream","Os07g0409200"
"11238","hyper - BGI (CHH context) - Upstream","Os07g0413300"
"11239","hyper - BGI (CHH context) - Upstream","Os07g0419200"
"11240","hyper - BGI (CHH context) - Upstream","Os07g0434100"
"11241","hyper - BGI (CHH context) - Upstream","Os07g0434700"
"11242","hyper - BGI (CHH context) - Upstream","Os07g0491800"
"11243","hyper - BGI (CHH context) - Upstream","Os07g0542800"
"11244","hyper - BGI (CHH context) - Upstream","Os07g0550600"
"11245","hyper - BGI (CHH context) - Upstream","Os07g0550750"
"11246","hyper - BGI (CHH context) - Upstream","Os07g0560700"
"11247","hyper - BGI (CHH context) - Upstream","Os07g0564100"
"11248","hyper - BGI (CHH context) - Upstream","Os07g0564150"
"11249","hyper - BGI (CHH context) - Upstream","Os07g0568500"
"11250","hyper - BGI (CHH context) - Upstream","Os07g0577801"
"11251","hyper - BGI (CHH context) - Upstream","Os07g0602600"
"11252","hyper - BGI (CHH context) - Upstream","Os07g0604000"
"11253","hyper - BGI (CHH context) - Upstream","Os07g0647400"
"11254","hyper - BGI (CHH context) - Upstream","Os07g0665000"
"11255","hyper - BGI (CHH context) - Upstream","Os07g0665100"
"11256","hyper - BGI (CHH context) - Upstream","Os07g0678300"
"11257","hyper - BGI (CHH context) - Upstream","Os07g0694500"
"11258","hyper - BGI (CHH context) - Upstream","Os08g0102050"
"11259","hyper - BGI (CHH context) - Upstream","Os08g0102100"
"11260","hyper - BGI (CHH context) - Upstream","Os08g0105550"
"11261","hyper - BGI (CHH context) - Upstream","Os08g0105600"
"11262","hyper - BGI (CHH context) - Upstream","Os08g0121400"
"11263","hyper - BGI (CHH context) - Upstream","Os08g0137100"
"11264","hyper - BGI (CHH context) - Upstream","Os08g0151900"
"11265","hyper - BGI (CHH context) - Upstream","Os08g0165300"
"11266","hyper - BGI (CHH context) - Upstream","Os08g0167800"
"11267","hyper - BGI (CHH context) - Upstream","Os08g0169500"
"11268","hyper - BGI (CHH context) - Upstream","Os08g0173600"
"11269","hyper - BGI (CHH context) - Upstream","Os08g0183900"
"11270","hyper - BGI (CHH context) - Upstream","Os08g0196700"
"11271","hyper - BGI (CHH context) - Upstream","Os08g0215300"
"11272","hyper - BGI (CHH context) - Upstream","Os08g0246100"
"11273","hyper - BGI (CHH context) - Upstream","Os08g0252050"
"11274","hyper - BGI (CHH context) - Upstream","Os08g0254200"
"11275","hyper - BGI (CHH context) - Upstream","Os08g0254500"
"11276","hyper - BGI (CHH context) - Upstream","Os08g0258200"
"11277","hyper - BGI (CHH context) - Upstream","Os08g0276100"
"11278","hyper - BGI (CHH context) - Upstream","Os08g0328050"
"11279","hyper - BGI (CHH context) - Upstream","Os08g0334300"
"11280","hyper - BGI (CHH context) - Upstream","Os08g0377200"
"11281","hyper - BGI (CHH context) - Upstream","Os08g0386125"
"11282","hyper - BGI (CHH context) - Upstream","Os08g0386200"
"11283","hyper - BGI (CHH context) - Upstream","Os08g0406700"
"11284","hyper - BGI (CHH context) - Upstream","Os08g0406900"
"11285","hyper - BGI (CHH context) - Upstream","Os08g0413000"
"11286","hyper - BGI (CHH context) - Upstream","Os08g0438600"
"11287","hyper - BGI (CHH context) - Upstream","Os08g0442400"
"11288","hyper - BGI (CHH context) - Upstream","Os08g0451400"
"11289","hyper - BGI (CHH context) - Upstream","Os08g0468300"
"11290","hyper - BGI (CHH context) - Upstream","Os08g0468400"
"11291","hyper - BGI (CHH context) - Upstream","Os08g0480800"
"11292","hyper - BGI (CHH context) - Upstream","Os08g0489800"
"11293","hyper - BGI (CHH context) - Upstream","Os08g0502800"
"11294","hyper - BGI (CHH context) - Upstream","Os08g0517100"
"11295","hyper - BGI (CHH context) - Upstream","Os08g0517150"
"11296","hyper - BGI (CHH context) - Upstream","Os08g0520400"
"11297","hyper - BGI (CHH context) - Upstream","Os08g0524400"
"11298","hyper - BGI (CHH context) - Upstream","Os08g0526300"
"11299","hyper - BGI (CHH context) - Upstream","Os08g0528601"
"11300","hyper - BGI (CHH context) - Upstream","Os08g0530300"
"11301","hyper - BGI (CHH context) - Upstream","Os08g0533900"
"11302","hyper - BGI (CHH context) - Upstream","Os08g0548000"
"11303","hyper - BGI (CHH context) - Upstream","Os09g0115400"
"11304","hyper - BGI (CHH context) - Upstream","Os09g0115466"
"11305","hyper - BGI (CHH context) - Upstream","Os09g0115950"
"11306","hyper - BGI (CHH context) - Upstream","Os09g0120100"
"11307","hyper - BGI (CHH context) - Upstream","Os09g0130500"
"11308","hyper - BGI (CHH context) - Upstream","Os09g0253775"
"11309","hyper - BGI (CHH context) - Upstream","Os09g0255200"
"11310","hyper - BGI (CHH context) - Upstream","Os09g0329800"
"11311","hyper - BGI (CHH context) - Upstream","Os09g0370200"
"11312","hyper - BGI (CHH context) - Upstream","Os09g0419500"
"11313","hyper - BGI (CHH context) - Upstream","Os09g0424200"
"11314","hyper - BGI (CHH context) - Upstream","Os09g0457100"
"11315","hyper - BGI (CHH context) - Upstream","Os09g0463900"
"11316","hyper - BGI (CHH context) - Upstream","Os09g0482740"
"11317","hyper - BGI (CHH context) - Upstream","Os09g0482900"
"11318","hyper - BGI (CHH context) - Upstream","Os09g0505600"
"11319","hyper - BGI (CHH context) - Upstream","Os10g0124900"
"11320","hyper - BGI (CHH context) - Upstream","Os10g0149200"
"11321","hyper - BGI (CHH context) - Upstream","Os10g0159167"
"11322","hyper - BGI (CHH context) - Upstream","Os10g0178200"
"11323","hyper - BGI (CHH context) - Upstream","Os10g0184250"
"11324","hyper - BGI (CHH context) - Upstream","Os10g0195600"
"11325","hyper - BGI (CHH context) - Upstream","Os10g0199500"
"11326","hyper - BGI (CHH context) - Upstream","Os10g0341700"
"11327","hyper - BGI (CHH context) - Upstream","Os10g0394100"
"11328","hyper - BGI (CHH context) - Upstream","Os10g0398600"
"11329","hyper - BGI (CHH context) - Upstream","Os10g0400100"
"11330","hyper - BGI (CHH context) - Upstream","Os10g0422200"
"11331","hyper - BGI (CHH context) - Upstream","Os10g0437000"
"11332","hyper - BGI (CHH context) - Upstream","Os10g0442700"
"11333","hyper - BGI (CHH context) - Upstream","Os10g0447100"
"11334","hyper - BGI (CHH context) - Upstream","Os10g0513300"
"11335","hyper - BGI (CHH context) - Upstream","Os10g0521400"
"11336","hyper - BGI (CHH context) - Upstream","Os10g0521450"
"11337","hyper - BGI (CHH context) - Upstream","Os10g0521900"
"11338","hyper - BGI (CHH context) - Upstream","Os10g0533500"
"11339","hyper - BGI (CHH context) - Upstream","Os10g0542800"
"11340","hyper - BGI (CHH context) - Upstream","Os10g0546100"
"11341","hyper - BGI (CHH context) - Upstream","Os10g0550100"
"11342","hyper - BGI (CHH context) - Upstream","Os10g0556700"
"11343","hyper - BGI (CHH context) - Upstream","Os10g0560400"
"11344","hyper - BGI (CHH context) - Upstream","Os11g0103550"
"11345","hyper - BGI (CHH context) - Upstream","Os11g0129000"
"11346","hyper - BGI (CHH context) - Upstream","Os11g0129101"
"11347","hyper - BGI (CHH context) - Upstream","Os11g0138600"
"11348","hyper - BGI (CHH context) - Upstream","Os11g0139400"
"11349","hyper - BGI (CHH context) - Upstream","Os11g0170900"
"11350","hyper - BGI (CHH context) - Upstream","Os11g0180000"
"11351","hyper - BGI (CHH context) - Upstream","Os11g0186800"
"11352","hyper - BGI (CHH context) - Upstream","Os11g0188100"
"11353","hyper - BGI (CHH context) - Upstream","Os11g0194800"
"11354","hyper - BGI (CHH context) - Upstream","Os11g0197725"
"11355","hyper - BGI (CHH context) - Upstream","Os11g0202300"
"11356","hyper - BGI (CHH context) - Upstream","Os11g0210500"
"11357","hyper - BGI (CHH context) - Upstream","Os11g0215300"
"11358","hyper - BGI (CHH context) - Upstream","Os11g0226100"
"11359","hyper - BGI (CHH context) - Upstream","Os11g0269433"
"11360","hyper - BGI (CHH context) - Upstream","Os11g0291450"
"11361","hyper - BGI (CHH context) - Upstream","Os11g0291475"
"11362","hyper - BGI (CHH context) - Upstream","Os11g0302500"
"11363","hyper - BGI (CHH context) - Upstream","Os11g0308432"
"11364","hyper - BGI (CHH context) - Upstream","Os11g0426850"
"11365","hyper - BGI (CHH context) - Upstream","Os11g0428800"
"11366","hyper - BGI (CHH context) - Upstream","Os11g0454300"
"11367","hyper - BGI (CHH context) - Upstream","Os11g0476667"
"11368","hyper - BGI (CHH context) - Upstream","Os11g0513900"
"11369","hyper - BGI (CHH context) - Upstream","Os11g0520500"
"11370","hyper - BGI (CHH context) - Upstream","Os11g0532600"
"11371","hyper - BGI (CHH context) - Upstream","Os11g0585100"
"11372","hyper - BGI (CHH context) - Upstream","Os11g0620000"
"11373","hyper - BGI (CHH context) - Upstream","Os11g0631800"
"11374","hyper - BGI (CHH context) - Upstream","Os11g0631825"
"11375","hyper - BGI (CHH context) - Upstream","Os11g0645800"
"11376","hyper - BGI (CHH context) - Upstream","Os11g0649300"
"11377","hyper - BGI (CHH context) - Upstream","Os11g0670700"
"11378","hyper - BGI (CHH context) - Upstream","Os11g0672200"
"11379","hyper - BGI (CHH context) - Upstream","Os11g0706600"
"11380","hyper - BGI (CHH context) - Upstream","Os11g0706700"
"11381","hyper - BGI (CHH context) - Upstream","Os12g0107300"
"11382","hyper - BGI (CHH context) - Upstream","Os12g0107700"
"11383","hyper - BGI (CHH context) - Upstream","Os12g0118200"
"11384","hyper - BGI (CHH context) - Upstream","Os12g0156000"
"11385","hyper - BGI (CHH context) - Upstream","Os12g0197400"
"11386","hyper - BGI (CHH context) - Upstream","Os12g0228900"
"11387","hyper - BGI (CHH context) - Upstream","Os12g0242700"
"11388","hyper - BGI (CHH context) - Upstream","Os12g0263000"
"11389","hyper - BGI (CHH context) - Upstream","Os12g0279702"
"11390","hyper - BGI (CHH context) - Upstream","Os12g0291200"
"11391","hyper - BGI (CHH context) - Upstream","Os12g0291301"
"11392","hyper - BGI (CHH context) - Upstream","Os12g0408800"
"11393","hyper - BGI (CHH context) - Upstream","Os12g0439700"
"11394","hyper - BGI (CHH context) - Upstream","Os12g0445300"
"11395","hyper - BGI (CHH context) - Upstream","Os12g0460400"
"11396","hyper - BGI (CHH context) - Upstream","Os12g0477600"
"11397","hyper - BGI (CHH context) - Upstream","Os12g0485800"
"11398","hyper - BGI (CHH context) - Upstream","Os12g0490000"
"11399","hyper - BGI (CHH context) - Upstream","Os12g0551900"
"11400","hyper - BGI (CHH context) - Upstream","Os12g0581400"
"11401","hyper - BGI (CHH context) - Upstream","Os12g0609800"
"11402","hyper - BGI (CHH context) - Upstream","Os12g0614800"
"11403","hyper - BGI (CHH context) - Upstream","Os12g0621300"
"11404","hyper - BGI (CHH context) - Upstream","Os12g0633400"
"11405","hyper - Azucena (CG context) - repeats","LTR_Os_chr_02_245#LTR"
"11406","hyper - Azucena (CG context) - repeats","ORSgTEMT00100142"
"11407","hyper - Azucena (CG context) - repeats","ORSgTEMT00600141"
"11408","hyper - Azucena (CG context) - repeats","LTR_Os_chr_05_1051#LTR"
"11409","hyper - Azucena (CG context) - repeats","LTR_Os_chr_01_191#LTR"
"11410","hyper - Azucena (CG context) - repeats","ENSPM_OS#DNA/En-Spm"
"11411","hyper - Azucena (CG context) - repeats","LTR_Os_chr_08_1493#LTR/Copia"
"11412","hyper - Azucena (CG context) - repeats","ENSPM6_OS#DNA/En-Spm"
"11413","hyper - Azucena (CG context) - repeats","ORSgTEMT00100182"
"11414","hyper - Azucena (CG context) - repeats","LTR_Os_chr_10_1937#LTR"
"11415","hyper - Azucena (CG context) - repeats","MERMITE18B#DNA"
"11416","hyper - Azucena (CG context) - repeats","osr12_retroryza#LTR/Copia"
"11417","hyper - Azucena (CG context) - repeats","LTR_Os_chr_05_1037#LTR/Copia"
"11418","hyper - Azucena (CG context) - repeats","ORSgTEMT00600042"
"11419","hyper - Azucena (CG context) - repeats","MERMITE#DNA"
"11420","hyper - Azucena (CG context) - repeats","ORSgTEMT00300037"
"11421","hyper - Azucena (CG context) - repeats","LTR_Os_chr_02_289#LTR"
"11422","hyper - Azucena (CG context) - repeats","LTR_Os_chr_02_248#LTR"
"11423","hyper - Azucena (CG context) - repeats","ORSgTETNOOT02147"
"11424","hyper - Azucena (CG context) - repeats","MERMITEH#DNA"
"11425","hyper - Azucena (CG context) - repeats","OLO24#DNA/Mite"
"11426","hyper - Azucena (CG context) - repeats","LTR_Os_chr_06_1176#LTR"
"11427","hyper - Azucena (CG context) - repeats","LTR_Os_chr_07_1337#LTR"
"11428","hyper - Azucena (CG context) - repeats","XIKE#DNA/MuDR"
"11429","hyper - Azucena (CG context) - repeats","ORSgTEMT00600172"
"11430","hyper - Azucena (CG context) - repeats","LTR_Os_chr_04_652#LTR"
"11431","hyper - Azucena (CG context) - repeats","Osr31_AP003054-0#Other"
"11432","hyper - Azucena (CG context) - repeats","ORSgTEMT00100432"
"11433","hyper - Azucena (CG context) - repeats","TYPEU4#DNA"
"11434","hyper - Azucena (CG context) - repeats","LTR_Os_chr_05_965#LTR"
"11435","hyper - Azucena (CG context) - repeats","ORSgTEMT03800007"
"11436","hyper - Azucena (CG context) - repeats","LTR_Os_chr_11_2051#LTR/Gypsy"
"11437","hyper - Azucena (CG context) - repeats","LTR_Os_chr_12_2225#LTR/Copia"
"11438","hyper - Azucena (CG context) - repeats","LTR_Os_chr_04_610#LTR/Gypsy"
"11439","hyper - Azucena (CG context) - repeats","LTR_Os_chr_08_1562#LTR"
"11440","hyper - Azucena (CG context) - repeats","LTR_Os_chr_11_2033#LTR/Gypsy"
"11441","hyper - Azucena (CG context) - repeats","LTR_Os_chr_07_1360#LTR"
"11442","hyper - Azucena (CG context) - repeats","LTR_Os_chr_04_716#LTR"
"11443","hyper - Azucena (CG context) - repeats","LTR_Os_chr_04_727#LTR"
"11444","hyper - Azucena (CG context) - repeats","LTR_Os_chr_06_1138#LTR"
"11445","hyper - Azucena (CG context) - repeats","LTR_Os_chr_08_1487#LTR"
"11446","hyper - Azucena (CG context) - repeats","SINE03_OS#SINE"
"11447","hyper - Azucena (CG context) - repeats","LTR_Os_chr_09_1809#LTR/Copia"
"11448","hyper - Azucena (CG context) - repeats","LTR_Os_chr_04_781#LTR/Gypsy"
"11449","hyper - Azucena (CG context) - repeats","ORSgTEMT00600035"
"11450","hyper - Azucena (CG context) - repeats","LTR_Os_chr_01_143#LTR"
"11451","hyper - Azucena (CG context) - repeats","rn_216-127_retroryza#LTR"
"11452","hyper - Azucena (CG context) - repeats","LTR_Os_chr_04_650#LTR"
"11453","hyper - Azucena (CG context) - repeats","LTR_Os_chr_09_1750#LTR/Gypsy"
"11454","hyper - Azucena (CG context) - repeats","ENSPM3_OS#DNA/En-Spm"
"11455","hyper - Azucena (CG context) - repeats","LTR_Os_chr_11_2096#LTR"
"11456","hyper - Azucena (CG context) - repeats","RIRE8C__LiL#LTR/Gypsy"
